group,subject,date,team,round,RT,Report,stage,ID.number,PlayerNo,Condition,HighEffort,LowEffort,Order,ShortPartnership,LongPartnership,Double,Age,Gender,H.Hexaco,E.Hexaco,X.Hexaco,A.Hexaco,C.Hexaco,O.Hexaco,SoMi,Study,Continent,Effort,Partnership
35,3,2018_6_26_16_46_4,2,28,7.72,4,1,22427,First Mover,Collaborative,1,0,Mirror,1,0,0,31,1,4.7,4.2,3.9,4,4.2,4.4,2.9166666666666665,Economics,Asia,High Effort,Short Partnership
35,5,2018_6_26_16_46_4,3,28,10.5,4,1,21828,First Mover,Collaborative,1,0,Mirror,1,0,0,20,1,5.5,3.8,4.7,5.1,3.1,3.8,2.75,Other,Asia,High Effort,Short Partnership
35,1,2018_6_26_16_46_26,1,29,2.39,6,1,20832,First Mover,Collaborative,1,0,Mirror,1,0,1,20,1,4,5,3,3.2,4.4,5,2.4166666666666665,Humanities,Europe,High Effort,Short Partnership
35,3,2018_6_26_16_46_38,2,29,5.52,5,1,22427,First Mover,Collaborative,1,0,Mirror,1,0,0,31,1,4.7,4.2,3.9,4,4.2,4.4,2.9166666666666665,Economics,Asia,High Effort,Short Partnership
35,5,2018_6_26_16_46_40,3,29,7.51,5,1,21828,First Mover,Collaborative,1,0,Mirror,1,0,1,20,1,5.5,3.8,4.7,5.1,3.1,3.8,2.75,Other,Asia,High Effort,Short Partnership
35,1,2018_6_26_16_46_54,1,30,2.07,6,1,20832,First Mover,Collaborative,1,0,Mirror,1,0,1,20,1,4,5,3,3.2,4.4,5,2.4166666666666665,Humanities,Europe,High Effort,Short Partnership
35,3,2018_6_26_16_47_11,2,30,9.1,5,1,22427,First Mover,Collaborative,1,0,Mirror,1,0,1,31,1,4.7,4.2,3.9,4,4.2,4.4,2.9166666666666665,Economics,Asia,High Effort,Short Partnership
35,5,2018_6_26_16_47_16,3,30,9.09,5,1,21828,First Mover,Collaborative,1,0,Mirror,1,0,1,20,1,5.5,3.8,4.7,5.1,3.1,3.8,2.75,Other,Asia,High Effort,Short Partnership
35,1,2018_6_26_16_48_13,1,31,2.82,6,1,20832,First Mover,Collaborative,1,0,Mirror,1,0,1,20,1,4,5,3,3.2,4.4,5,2.4166666666666665,Humanities,Europe,High Effort,Short Partnership
35,3,2018_6_26_16_48_33,2,31,8.17,3,1,22427,First Mover,Collaborative,1,0,Mirror,1,0,1,31,1,4.7,4.2,3.9,4,4.2,4.4,2.9166666666666665,Economics,Asia,High Effort,Short Partnership
35,5,2018_6_26_16_48_30,3,31,9.35,6,1,21828,First Mover,Collaborative,1,0,Mirror,1,0,0,20,1,5.5,3.8,4.7,5.1,3.1,3.8,2.75,Other,Asia,High Effort,Short Partnership
35,1,2018_6_26_16_48_47,1,32,2.47,6,1,20832,First Mover,Collaborative,1,0,Mirror,1,0,1,20,1,4,5,3,3.2,4.4,5,2.4166666666666665,Humanities,Europe,High Effort,Short Partnership
35,3,2018_6_26_16_49_5,2,32,6.61,5,1,22427,First Mover,Collaborative,1,0,Mirror,1,0,1,31,1,4.7,4.2,3.9,4,4.2,4.4,2.9166666666666665,Economics,Asia,High Effort,Short Partnership
35,5,2018_6_26_16_49_4,3,32,9.73,3,1,21828,First Mover,Collaborative,1,0,Mirror,1,0,0,20,1,5.5,3.8,4.7,5.1,3.1,3.8,2.75,Other,Asia,High Effort,Short Partnership
35,1,2018_6_26_16_49_11,1,33,2.39,6,1,20832,First Mover,Collaborative,1,0,Mirror,1,0,1,20,1,4,5,3,3.2,4.4,5,2.4166666666666665,Humanities,Europe,High Effort,Short Partnership
35,3,2018_6_26_16_49_33,2,33,6.71,1,1,22427,First Mover,Collaborative,1,0,Mirror,1,0,1,31,1,4.7,4.2,3.9,4,4.2,4.4,2.9166666666666665,Economics,Asia,High Effort,Short Partnership
35,5,2018_6_26_16_49_38,3,33,7.82,3,1,21828,First Mover,Collaborative,1,0,Mirror,1,0,0,20,1,5.5,3.8,4.7,5.1,3.1,3.8,2.75,Other,Asia,High Effort,Short Partnership
35,1,2018_6_26_16_50_38,1,34,3.82,6,1,20832,First Mover,Collaborative,1,0,Mirror,1,0,0,20,1,4,5,3,3.2,4.4,5,2.4166666666666665,Humanities,Europe,High Effort,Short Partnership
35,3,2018_6_26_16_50_54,2,34,6.64,3,1,22427,First Mover,Collaborative,1,0,Mirror,1,0,1,31,1,4.7,4.2,3.9,4,4.2,4.4,2.9166666666666665,Economics,Asia,High Effort,Short Partnership
35,5,2018_6_26_16_50_39,3,34,6.54,3,1,21828,First Mover,Collaborative,1,0,Mirror,1,0,1,20,1,5.5,3.8,4.7,5.1,3.1,3.8,2.75,Other,Asia,High Effort,Short Partnership
35,1,2018_6_26_16_51_8,1,35,2.55,6,1,20832,First Mover,Collaborative,1,0,Mirror,1,0,1,20,1,4,5,3,3.2,4.4,5,2.4166666666666665,Humanities,Europe,High Effort,Short Partnership
35,3,2018_6_26_16_51_25,2,35,6.96,6,1,22427,First Mover,Collaborative,1,0,Mirror,1,0,1,31,1,4.7,4.2,3.9,4,4.2,4.4,2.9166666666666665,Economics,Asia,High Effort,Short Partnership
35,5,2018_6_26_16_51_5,3,35,6.76,3,1,21828,First Mover,Collaborative,1,0,Mirror,1,0,1,20,1,5.5,3.8,4.7,5.1,3.1,3.8,2.75,Other,Asia,High Effort,Short Partnership
35,1,2018_6_26_16_51_34,1,36,2.45,6,1,20832,First Mover,Collaborative,1,0,Mirror,1,0,0,20,1,4,5,3,3.2,4.4,5,2.4166666666666665,Humanities,Europe,High Effort,Short Partnership
35,3,2018_6_26_16_51_52,2,36,6.01,4,1,22427,First Mover,Collaborative,1,0,Mirror,1,0,0,31,1,4.7,4.2,3.9,4,4.2,4.4,2.9166666666666665,Economics,Asia,High Effort,Short Partnership
35,5,2018_6_26_16_51_33,3,36,7.2,3,1,21828,First Mover,Collaborative,1,0,Mirror,1,0,1,20,1,5.5,3.8,4.7,5.1,3.1,3.8,2.75,Other,Asia,High Effort,Short Partnership
41,1,2018_6_28_12_20_27,1,1,11.01,3,1,15830,First Mover,Collaborative,0,1,Regular,1,0,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Short Partnership
41,3,2018_6_28_12_20_8,2,1,14.31,5,1,19882,First Mover,Collaborative,0,1,Regular,1,0,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Short Partnership
41,5,2018_6_28_12_22_14,3,1,10.78,3,1,22435,First Mover,Collaborative,0,1,Regular,1,0,1,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Short Partnership
41,7,2018_6_28_12_21_43,4,1,20.42,4,1,15894,First Mover,Collaborative,0,1,Regular,1,0,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Short Partnership
41,1,2018_6_28_12_24_56,1,2,8.89,6,1,15830,First Mover,Collaborative,0,1,Regular,1,0,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Short Partnership
41,3,2018_6_28_12_22_27,2,2,16.51,4,1,19882,First Mover,Collaborative,0,1,Regular,1,0,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Short Partnership
41,5,2018_6_28_12_23_28,3,2,12.07,5,1,22435,First Mover,Collaborative,0,1,Regular,1,0,1,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Short Partnership
41,7,2018_6_28_12_23_45,4,2,12.7,6,1,15894,First Mover,Collaborative,0,1,Regular,1,0,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Short Partnership
41,1,2018_6_28_12_25_47,1,3,6.67,6,1,15830,First Mover,Collaborative,0,1,Regular,1,0,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Short Partnership
41,3,2018_6_28_12_23_11,2,3,7.47,4,1,19882,First Mover,Collaborative,0,1,Regular,1,0,1,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Short Partnership
41,5,2018_6_28_12_24_16,3,3,14.73,2,1,22435,First Mover,Collaborative,0,1,Regular,1,0,0,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Short Partnership
41,7,2018_6_28_12_24_17,4,3,7.04,5,1,15894,First Mover,Collaborative,0,1,Regular,1,0,1,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Short Partnership
41,1,2018_6_28_12_27_16,1,4,7.42,2,1,15830,First Mover,Collaborative,0,1,Regular,1,0,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Short Partnership
41,3,2018_6_28_12_27_11,2,4,7.87,5,1,19882,First Mover,Collaborative,0,1,Regular,1,0,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Short Partnership
41,5,2018_6_28_12_27_6,3,4,4.11,4,1,22435,First Mover,Collaborative,0,1,Regular,1,0,1,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Short Partnership
41,7,2018_6_28_12_27_19,4,4,12.63,6,1,15894,First Mover,Collaborative,0,1,Regular,1,0,1,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Short Partnership
41,1,2018_6_28_12_27_51,1,5,7.14,5,1,15830,First Mover,Collaborative,0,1,Regular,1,0,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Short Partnership
41,3,2018_6_28_12_27_56,2,5,7.1,6,1,19882,First Mover,Collaborative,0,1,Regular,1,0,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Short Partnership
41,5,2018_6_28_12_27_42,3,5,4.06,6,1,22435,First Mover,Collaborative,0,1,Regular,1,0,0,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Short Partnership
41,7,2018_6_28_12_28_1,4,5,7.29,4,1,15894,First Mover,Collaborative,0,1,Regular,1,0,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Short Partnership
41,1,2018_6_28_12_28_22,1,6,7.13,1,1,15830,First Mover,Collaborative,0,1,Regular,1,0,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Short Partnership
41,3,2018_6_28_12_28_33,2,6,4.2,6,1,19882,First Mover,Collaborative,0,1,Regular,1,0,1,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Short Partnership
41,5,2018_6_28_12_28_18,3,6,4.08,6,1,22435,First Mover,Collaborative,0,1,Regular,1,0,1,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Short Partnership
41,7,2018_6_28_12_28_43,4,6,5.69,3,1,15894,First Mover,Collaborative,0,1,Regular,1,0,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Short Partnership
41,1,2018_6_28_12_29_40,1,7,8.06,2,1,15830,First Mover,Collaborative,0,1,Regular,1,0,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Short Partnership
41,3,2018_6_28_12_29_39,2,7,3.33,6,1,19882,First Mover,Collaborative,0,1,Regular,1,0,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Short Partnership
41,5,2018_6_28_12_29_45,3,7,9.31,6,1,22435,First Mover,Collaborative,0,1,Regular,1,0,0,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Short Partnership
41,7,2018_6_28_12_29_53,4,7,9.39,4,1,15894,First Mover,Collaborative,0,1,Regular,1,0,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Short Partnership
41,1,2018_6_28_12_30_12,1,8,5.02,2,1,15830,First Mover,Collaborative,0,1,Regular,1,0,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Short Partnership
41,3,2018_6_28_12_30_16,2,8,9.12,6,1,19882,First Mover,Collaborative,0,1,Regular,1,0,1,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Short Partnership
41,5,2018_6_28_12_30_24,3,8,6.67,5,1,22435,First Mover,Collaborative,0,1,Regular,1,0,1,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Short Partnership
41,7,2018_6_28_12_30_29,4,8,4.68,6,1,15894,First Mover,Collaborative,0,1,Regular,1,0,1,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Short Partnership
41,1,2018_6_28_12_30_53,1,9,4.56,6,1,15830,First Mover,Collaborative,0,1,Regular,1,0,1,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Short Partnership
41,3,2018_6_28_12_30_54,2,9,6.7,5,1,19882,First Mover,Collaborative,0,1,Regular,1,0,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Short Partnership
41,5,2018_6_28_12_31_3,3,9,10.6,1,1,22435,First Mover,Collaborative,0,1,Regular,1,0,0,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Short Partnership
41,7,2018_6_28_12_31_16,4,9,4.29,6,1,15894,First Mover,Collaborative,0,1,Regular,1,0,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Short Partnership
41,1,2018_6_28_12_32_41,1,10,4.69,6,1,15830,First Mover,Collaborative,1,0,Regular,1,0,1,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,High Effort,Short Partnership
41,3,2018_6_28_12_33_15,2,10,3.11,6,1,19882,First Mover,Collaborative,1,0,Regular,1,0,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,High Effort,Short Partnership
41,5,2018_6_28_12_32_38,3,10,6.64,3,1,22435,First Mover,Collaborative,1,0,Regular,1,0,0,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,High Effort,Short Partnership
41,7,2018_6_28_12_32_56,4,10,5.63,6,1,15894,First Mover,Collaborative,1,0,Regular,1,0,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,High Effort,Short Partnership
41,1,2018_6_28_12_33_24,1,11,6.41,5,1,15830,First Mover,Collaborative,1,0,Regular,1,0,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,High Effort,Short Partnership
41,3,2018_6_28_12_33_47,2,11,8.88,5,1,19882,First Mover,Collaborative,1,0,Regular,1,0,1,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,High Effort,Short Partnership
41,5,2018_6_28_12_33_10,3,11,8.15,4,1,22435,First Mover,Collaborative,1,0,Regular,1,0,0,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,High Effort,Short Partnership
41,7,2018_6_28_12_33_29,4,11,6.15,4,1,15894,First Mover,Collaborative,1,0,Regular,1,0,1,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,High Effort,Short Partnership
41,1,2018_6_28_12_33_57,1,12,4.28,6,1,15830,First Mover,Collaborative,1,0,Regular,1,0,1,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,High Effort,Short Partnership
41,3,2018_6_28_12_34_22,2,12,7.61,3,1,19882,First Mover,Collaborative,1,0,Regular,1,0,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,High Effort,Short Partnership
41,5,2018_6_28_12_33_36,3,12,7.03,6,1,22435,First Mover,Collaborative,1,0,Regular,1,0,1,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,High Effort,Short Partnership
41,7,2018_6_28_12_33_59,4,12,2,1,1,15894,First Mover,Collaborative,1,0,Regular,1,0,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,High Effort,Short Partnership
41,1,2018_6_28_12_35_28,1,13,7.31,6,1,15830,First Mover,Collaborative,1,0,Regular,1,0,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,High Effort,Short Partnership
41,3,2018_6_28_12_35_29,2,13,2.89,6,1,19882,First Mover,Collaborative,1,0,Regular,1,0,1,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,High Effort,Short Partnership
41,5,2018_6_28_12_35_29,3,13,6.84,3,1,22435,First Mover,Collaborative,1,0,Regular,1,0,1,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,High Effort,Short Partnership
41,7,2018_6_28_12_35_20,4,13,5.54,4,1,15894,First Mover,Collaborative,1,0,Regular,1,0,1,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,High Effort,Short Partnership
41,1,2018_6_28_12_36_2,1,14,5.92,5,1,15830,First Mover,Collaborative,1,0,Regular,1,0,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,High Effort,Short Partnership
41,3,2018_6_28_12_35_58,2,14,2.61,6,1,19882,First Mover,Collaborative,1,0,Regular,1,0,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,High Effort,Short Partnership
41,5,2018_6_28_12_36_0,3,14,3.39,5,1,22435,First Mover,Collaborative,1,0,Regular,1,0,0,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,High Effort,Short Partnership
41,7,2018_6_28_12_35_48,4,14,2.93,6,1,15894,First Mover,Collaborative,1,0,Regular,1,0,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,High Effort,Short Partnership
41,1,2018_6_28_12_36_31,1,15,5.87,4,1,15830,First Mover,Collaborative,1,0,Regular,1,0,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,High Effort,Short Partnership
41,3,2018_6_28_12_36_45,2,15,3.03,6,1,19882,First Mover,Collaborative,1,0,Regular,1,0,1,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,High Effort,Short Partnership
41,5,2018_6_28_12_36_30,3,15,7.24,1,1,22435,First Mover,Collaborative,1,0,Regular,1,0,1,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,High Effort,Short Partnership
41,7,2018_6_28_12_36_25,4,15,4.13,6,1,15894,First Mover,Collaborative,1,0,Regular,1,0,1,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,High Effort,Short Partnership
41,1,2018_6_28_12_37_55,1,16,7.69,2,1,15830,First Mover,Collaborative,1,0,Regular,1,0,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,High Effort,Short Partnership
41,3,2018_6_28_12_37_57,2,16,2.98,6,1,19882,First Mover,Collaborative,1,0,Regular,1,0,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,High Effort,Short Partnership
41,5,2018_6_28_12_38_4,3,16,8.83,2,1,22435,First Mover,Collaborative,1,0,Regular,1,0,0,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,High Effort,Short Partnership
41,7,2018_6_28_12_37_47,4,16,2.57,2,1,15894,First Mover,Collaborative,1,0,Regular,1,0,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,High Effort,Short Partnership
41,1,2018_6_28_12_38_29,1,17,6.87,6,1,15830,First Mover,Collaborative,1,0,Regular,1,0,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,High Effort,Short Partnership
41,3,2018_6_28_12_38_35,2,17,10.66,5,1,19882,First Mover,Collaborative,1,0,Regular,1,0,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,High Effort,Short Partnership
41,5,2018_6_28_12_38_39,3,17,4.39,2,1,22435,First Mover,Collaborative,1,0,Regular,1,0,0,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,High Effort,Short Partnership
41,7,2018_6_28_12_38_16,4,17,2.41,6,1,15894,First Mover,Collaborative,1,0,Regular,1,0,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,High Effort,Short Partnership
41,1,2018_6_28_12_38_58,1,18,5.62,1,1,15830,First Mover,Collaborative,1,0,Regular,1,0,1,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,High Effort,Short Partnership
41,3,2018_6_28_12_39_26,2,18,2.8,6,1,19882,First Mover,Collaborative,1,0,Regular,1,0,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,High Effort,Short Partnership
41,5,2018_6_28_12_39_16,3,18,3.44,6,1,22435,First Mover,Collaborative,1,0,Regular,1,0,1,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,High Effort,Short Partnership
41,7,2018_6_28_12_38_41,4,18,2.05,5,1,15894,First Mover,Collaborative,1,0,Regular,1,0,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,High Effort,Short Partnership
41,1,2018_6_28_12_40_18,1,19,7.45,2,1,15830,First Mover,Collaborative,0,1,Regular,0,1,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Long Partnership
41,3,2018_6_28_12_40_40,2,19,2.85,5,1,19882,First Mover,Collaborative,0,1,Regular,0,1,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Long Partnership
41,5,2018_6_28_12_41_26,3,19,14.11,3,1,22435,First Mover,Collaborative,0,1,Regular,0,1,0,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Long Partnership
41,7,2018_6_28_12_40_1,4,19,7.97,4,1,15894,First Mover,Collaborative,0,1,Regular,0,1,1,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Long Partnership
41,1,2018_6_28_12_40_59,1,20,4.65,4,1,15830,First Mover,Collaborative,0,1,Regular,0,1,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Long Partnership
41,3,2018_6_28_12_41_56,2,20,6.4,5,1,19882,First Mover,Collaborative,0,1,Regular,0,1,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Long Partnership
41,5,2018_6_28_12_41_55,3,20,3.29,2,1,22435,First Mover,Collaborative,0,1,Regular,0,1,1,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Long Partnership
41,7,2018_6_28_12_40_45,4,20,2.47,6,1,15894,First Mover,Collaborative,0,1,Regular,0,1,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Long Partnership
41,1,2018_6_28_12_41_27,1,21,8.48,6,1,15830,First Mover,Collaborative,0,1,Regular,0,1,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Long Partnership
41,3,2018_6_28_12_42_25,2,21,2.02,2,1,19882,First Mover,Collaborative,0,1,Regular,0,1,1,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Long Partnership
41,5,2018_6_28_12_42_42,3,21,3.14,4,1,22435,First Mover,Collaborative,0,1,Regular,0,1,0,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Long Partnership
41,7,2018_6_28_12_41_18,4,21,2.16,6,1,15894,First Mover,Collaborative,0,1,Regular,0,1,1,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Long Partnership
41,1,2018_6_28_12_42_17,1,22,7.16,4,1,15830,First Mover,Collaborative,0,1,Regular,0,1,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Long Partnership
41,3,2018_6_28_12_43_19,2,22,1.51,5,1,19882,First Mover,Collaborative,0,1,Regular,0,1,1,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Long Partnership
41,5,2018_6_28_12_43_33,3,22,5.98,6,1,22435,First Mover,Collaborative,0,1,Regular,0,1,1,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Long Partnership
41,7,2018_6_28_12_42_10,4,22,3.88,5,1,15894,First Mover,Collaborative,0,1,Regular,0,1,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Long Partnership
41,1,2018_6_28_12_42_48,1,23,4.76,6,1,15830,First Mover,Collaborative,0,1,Regular,0,1,0,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Long Partnership
41,3,2018_6_28_12_43_50,2,23,3.84,1,1,19882,First Mover,Collaborative,0,1,Regular,0,1,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Long Partnership
41,5,2018_6_28_12_44_8,3,23,2.21,4,1,22435,First Mover,Collaborative,0,1,Regular,0,1,0,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Long Partnership
41,7,2018_6_28_12_42_37,4,23,2.42,4,1,15894,First Mover,Collaborative,0,1,Regular,0,1,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Long Partnership
41,1,2018_6_28_12_43_12,1,24,4.31,5,1,15830,First Mover,Collaborative,0,1,Regular,0,1,1,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Long Partnership
41,3,2018_6_28_12_44_29,2,24,3.74,2,1,19882,First Mover,Collaborative,0,1,Regular,0,1,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Long Partnership
41,5,2018_6_28_12_44_54,3,24,8.04,2,1,22435,First Mover,Collaborative,0,1,Regular,0,1,0,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Long Partnership
41,7,2018_6_28_12_43_2,4,24,2.66,6,1,15894,First Mover,Collaborative,0,1,Regular,0,1,1,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Long Partnership
41,1,2018_6_28_12_43_55,1,25,5.62,2,1,15830,First Mover,Collaborative,0,1,Regular,0,1,1,23,1,4.5,4.6,4,3.2,4.5,4.2,3,Psychology,Asia,Low Effort,Long Partnership
41,3,2018_6_28_12_45_29,2,25,2.12,3,1,19882,First Mover,Collaborative,0,1,Regular,0,1,0,22,1,4.4,3.7,3.8,4.4,4.3,4.6,2,Economics,Asia,Low Effort,Long Partnership
41,5,2018_6_28_12_46_2,3,25,3.62,6,1,22435,First Mover,Collaborative,0,1,Regular,0,1,1,23,0,3.8,4.4,4.6,4.4,4.3,5,2.5833333333333335,Economics,Asia,Low Effort,Long Partnership
41,7,2018_6_28_12_44_3,4,25,9.12,2,1,15894,First Mover,Collaborative,0,1,Regular,0,1,0,23,0,3.8,3.1,5.6,4.8,4.8,4.9,2.5,Psychology,Other,Low Effort,Long Partnership
